order_id,date,region,store,product,size,qty,unit_price,discount_pct,revenue,customer_id,customer_type,payment_method,note
ORD100066,2024-09-16 18:00:00,Cairo,Zamalek,Americano,L,1,31.5,0,31.5,CUST4237,New,Cash,
ORD100067,2024-11-05 08:00:00,Cairo,Alex Shop,Cold Brew,S,3,45.6,0,136.8,CUST4862,Returning,Card,
ORD100068,2024-07-09 13:00:00,Cairo,Alex Shop,Cappuccino,M,1,45.0,0,45.0,CUST1058,Returning,Cash,
ORD100069,2024-08-05 19:00:00,Cairo,Cairo Central,Iced Latte,L,1,48.3,0,48.3,CUST5938,New,Card,
ORD100070,2024-02-13 14:00:00,Alexandria,Cairo Central,Cold Brew,L,2,50.4,0,100.8,CUST3971,Returning,Card,
ORD100071,2024-06-10 07:00:00,Cairo,Giza Branch,Flat White,M,2,42.0,0,84.0,CUST9314,New,Card,
ORD100072,2024-07-20 15:00:00,Cairo,Cairo Central,Flat White,M,1,42.0,0,42.0,CUST4345,Returning,Card,
ORD100073,2024-09-26 13:00:00,Cairo,Giza Branch,Latte,S,1,38.0,0,38.0,CUST3486,Returning,Card,
ORD100074,2024-12-16 09:00:00,Cairo,Nasr City,Americano,L,2,31.5,0,63.0,CUST1561,Returning,Card,
ORD100075,2024-10-30 14:00:00,Cairo,Alex Shop,Cappuccino,L,3,47.25,0,141.75,CUST4981,New,Mobile Wallet,
ORD100076,2024-09-27 13:00:00,Cairo,Alex Shop,Cappuccino,M,2,45.0,0,90.0,CUST7261,Returning,Cash,
ORD100077,2024-08-02 17:00:00,Cairo,Zamalek,Mocha,S,1,47.5,0,47.5,CUST2737,Returning,Card,
ORD100078,2024-09-08 21:00:00,Cairo,Zamalek,Mocha,S,3,47.5,0,142.5,CUST4554,New,Cash,
ORD100079,2024-07-08 19:00:00,Cairo,Alex Shop,Cold Brew,S,1,45.6,10,41.04,CUST8095,Returning,Cash,
ORD100080,2024-10-22 14:00:00,Giza,Nasr City,Cappuccino,M,3,45.0,0,135.0,CUST9266,Returning,Card,
ORD100081,2024-07-31 12:00:00,Cairo,Nasr City,Cold Brew,M,1,48.0,0,48.0,CUST1294,Returning,Card,
ORD100082,2024-07-26 15:00:00,Cairo,Maadi,Iced Latte,L,3,48.3,0,144.9,CUST9212,New,Cash,
ORD100083,2024-08-24 21:00:00,Cairo,Giza Branch,Cold Brew,M,3,48.0,10,129.6,CUST6330,Returning,Card,
ORD100084,2024-12-03 11:00:00,Cairo,Zamalek,Mocha,S,1,47.5,15,40.38,CUST5655,Returning,Card,
ORD100085,2024-02-22 09:00:00,Cairo,Giza Branch,Americano,M,3,30.0,0,90.0,CUST2109,New,Mobile Wallet,
ORD100086,2024-10-06 09:00:00,Cairo,Zamalek,Cold Brew,M,2,48.0,0,96.0,CUST4771,Returning,Cash,
ORD100087,2024-08-04 07:00:00,Cairo,Maadi,Espresso,M,1,25.0,0,25.0,CUST9563,Returning,Mobile Wallet,
ORD100088,2024-09-08 18:00:00,Cairo,Alex Shop,Americano,M,2,30.0,0,60.0,CUST7123,Returning,Cash,
ORD100089,2024-07-06 21:00:00,Cairo,Giza Branch,Cappuccino,L,1,47.25,0,47.25,CUST8647,New,Card,
ORD100090,2024-02-10 14:00:00,Alexandria,Zamalek,Cappuccino,L,3,47.25,0,141.75,CUST2174,Returning,Cash,
ORD100091,2024-06-05 08:00:00,Cairo,Giza Branch,Cold Brew,S,3,45.6,0,136.8,CUST2164,Returning,Cash,
ORD100092,2024-01-15 09:00:00,Cairo,Alex Shop,Americano,S,3,28.5,0,85.5,CUST9712,Returning,Card,
ORD100093,2024-10-27 14:00:00,Giza,Cairo Central,Mocha,M,1,50.0,0,50.0,CUST5466,Returning,Card,
ORD100094,2024-03-05 20:00:00,Cairo,Zamalek,Mocha,S,2,47.5,0,95.0,CUST6538,Returning,Cash,
ORD100095,2024-12-10 14:00:00,Cairo,Cairo Central,Flat White,M,2,42.0,0,84.0,CUST8111,Returning,Cash,
ORD100096,2024-11-22 20:00:00,Cairo,Maadi,Cappuccino,S,1,42.75,0,42.75,CUST9434,Returning,Card,
ORD100097,2024-01-09 17:00:00,Cairo,Nasr City,Latte,M,1,40.0,5,38.0,CUST3800,Returning,Cash,
ORD100098,2024-12-09 10:00:00,Cairo,Giza Branch,Flat White,S,2,39.9,0,79.8,CUST5607,Returning,Card,
ORD100099,2024-05-08 10:00:00,Giza,Zamalek,Mocha,M,2,50.0,0,100.0,CUST8262,Returning,Cash,
ORD100100,2024-05-15 11:00:00,Cairo,Giza Branch,Americano,L,2,31.5,0,63.0,CUST2541,Returning,Cash,promo
ORD100101,2024-03-03 12:00:00,Cairo,Maadi,Iced Latte,S,2,43.7,0,87.4,CUST3765,Returning,Cash,
ORD100102,2024-05-18 11:00:00,Giza,Maadi,Mocha,S,1,47.5,0,47.5,CUST5491,Returning,Card,
ORD100103,2024-03-21 20:00:00,Giza,Giza Branch,Americano,M,1,30.0,15,25.5,CUST4083,New,Cash,
ORD100104,2024-06-11 21:00:00,Cairo,Zamalek,Flat White,L,3,44.1,0,132.3,CUST6356,New,Cash,
ORD100105,2024-10-15 13:00:00,Cairo,Alex Shop,Cappuccino,S,2,42.75,0,85.5,CUST2857,Returning,Mobile Wallet,
ORD100106,2024-09-17 08:00:00,Cairo,Alex Shop,Mocha,M,3,50.0,0,150.0,CUST1769,Returning,Card,
ORD100107,2024-08-18 13:00:00,Cairo,Nasr City,Cold Brew,S,1,45.6,0,45.6,CUST2422,New,Cash,
ORD100108,2024-02-10 16:00:00,Cairo,Giza Branch,Americano,M,1,30.0,0,30.0,CUST9598,Returning,Card,
ORD100109,2024-01-28 13:00:00,Cairo,Giza Branch,Cappuccino,M,3,45.0,0,135.0,CUST3972,Returning,Card,
ORD100110,2024-05-14 07:00:00,Alexandria,Zamalek,Iced Latte,M,2,46.0,0,92.0,CUST2872,New,Cash,
ORD100111,2024-07-19 13:00:00,Cairo,Giza Branch,Iced Latte,L,2,48.3,0,96.6,CUST6599,Returning,Cash,
ORD100112,2024-11-23 11:00:00,Cairo,Zamalek,Latte,S,2,38.0,0,76.0,CUST3269,Returning,Card,
ORD100113,2024-09-24 09:00:00,Cairo,Giza Branch,Americano,L,2,31.5,0,63.0,CUST6275,Returning,Card,
ORD100114,2024-02-02 19:00:00,Cairo,Maadi,Flat White,S,3,39.9,0,119.7,CUST5749,New,Card,
ORD100115,2024-02-17 09:00:00,Cairo,Cairo Central,Latte,L,3,42.0,0,126.0,CUST7571,New,Cash,
ORD100116,2024-03-02 10:00:00,Cairo,Giza Branch,Latte,M,1,40.0,0,40.0,CUST6072,Returning,Cash,
ORD100117,2024-08-03 19:00:00,Giza,Cairo Central,Espresso,L,2,26.25,0,52.5,CUST6463,Returning,Card,
ORD100118,2024-10-19 18:00:00,Cairo,Alex Shop,Mocha,S,2,47.5,0,95.0,CUST8450,Returning,Cash,
ORD100119,2024-04-08 08:00:00,Cairo,Nasr City,Americano,S,2,28.5,0,57.0,CUST9420,Returning,Card,
ORD100120,2024-06-20 08:00:00,Cairo,Alex Shop,Latte,M,3,40.0,0,120.0,CUST4959,New,Card,
ORD100121,2024-12-25 07:00:00,Cairo,Giza Branch,Espresso,M,2,25.0,0,50.0,CUST2313,Returning,Cash,
ORD100122,2024-08-01 21:00:00,Cairo,Zamalek,Flat White,S,3,39.9,10,107.73,CUST8847,New,Mobile Wallet,
ORD100123,2024-02-04 11:00:00,Giza,Alex Shop,Cappuccino,M,2,45.0,15,76.5,CUST2070,New,Card,
ORD100124,2024-08-14 10:00:00,Alexandria,Maadi,Cold Brew,S,2,45.6,0,91.2,CUST4285,Returning,Card,
ORD100125,2024-04-10 17:00:00,Cairo,Cairo Central,Cold Brew,M,1,48.0,0,48.0,CUST9949,New,Cash,
ORD100126,2024-05-10 16:00:00,Cairo,Zamalek,Americano,L,2,31.5,0,63.0,CUST4095,Returning,Cash,
ORD100127,2024-09-13 21:00:00,Giza,Zamalek,Latte,M,2,40.0,0,80.0,CUST1320,Returning,Card,
ORD100128,2024-01-05 08:00:00,Cairo,Giza Branch,Cold Brew,S,1,45.6,0,45.6,CUST3321,New,Cash,
ORD100129,2024-08-05 09:00:00,Cairo,Maadi,Mocha,M,3,50.0,0,150.0,CUST1555,Returning,Mobile Wallet,
ORD100130,2024-09-11 13:00:00,Cairo,Cairo Central,Cold Brew,S,3,45.6,0,136.8,CUST5939,Returning,Cash,
ORD100131,2024-12-24 13:00:00,Giza,Maadi,Cold Brew,L,2,50.4,0,100.8,CUST6432,Returning,Card,
ORD100132,2024-10-09 18:00:00,Cairo,Alex Shop,Cold Brew,S,3,45.6,0,136.8,CUST2386,New,Cash,
ORD100133,2024-07-25 10:00:00,Giza,Giza Branch,Iced Latte,M,2,46.0,0,92.0,CUST5763,Returning,Card,
ORD100134,2024-01-15 11:00:00,Giza,Zamalek,Espresso,L,1,26.25,0,26.25,CUST7854,Returning,Cash,
ORD100135,2024-12-11 11:00:00,Cairo,Zamalek,Latte,L,1,42.0,0,42.0,CUST8637,Returning,Card,
ORD100136,2024-02-11 12:00:00,Giza,Alex Shop,Mocha,M,2,50.0,5,95.0,CUST5841,Returning,Cash,
ORD100137,2024-06-27 20:00:00,Giza,Zamalek,Latte,L,1,42.0,0,42.0,CUST4867,Returning,Card,
ORD100138,2024-03-03 15:00:00,Cairo,Nasr City,Iced Latte,L,1,48.3,0,48.3,CUST4793,New,Cash,
ORD100139,2024-12-17 08:00:00,Cairo,Giza Branch,Americano,M,2,30.0,0,60.0,CUST8373,Returning,Mobile Wallet,
ORD100140,2024-08-18 11:00:00,Cairo,Alex Shop,Americano,M,2,30.0,0,60.0,CUST3513,New,Card,
ORD100141,2024-08-28 18:00:00,Cairo,Giza Branch,Americano,M,1,30.0,0,30.0,CUST4803,Returning,Cash,
ORD100142,2024-02-21 09:00:00,Cairo,Cairo Central,Flat White,M,3,42.0,0,126.0,CUST3327,Returning,Card,
ORD100143,2024-04-05 10:00:00,Cairo,Giza Branch,Cold Brew,M,3,48.0,0,144.0,CUST9809,Returning,Cash,
ORD100144,2024-08-09 16:00:00,Cairo,Giza Branch,Flat White,M,2,42.0,0,84.0,CUST3165,New,Mobile Wallet,promo
ORD100145,2024-08-18 12:00:00,Giza,Cairo Central,Espresso,S,2,23.75,0,47.5,CUST4308,Returning,Card,
ORD100146,2024-08-24 18:00:00,Cairo,Alex Shop,Americano,S,3,28.5,0,85.5,CUST7452,Returning,Cash,
ORD100147,2024-05-22 14:00:00,Cairo,Giza Branch,Iced Latte,S,1,43.7,0,43.7,CUST9067,Returning,Cash,
ORD100148,2024-06-19 07:00:00,Cairo,Maadi,Mocha,S,3,47.5,0,142.5,CUST8642,Returning,Cash,
ORD100149,2024-01-29 16:00:00,Cairo,Giza Branch,Latte,S,3,38.0,0,114.0,CUST7404,Returning,Mobile Wallet,
ORD100150,2024-02-05 20:00:00,Cairo,Alex Shop,Cold Brew,M,3,48.0,0,144.0,CUST1992,Returning,Cash,
ORD100151,2024-01-13 14:00:00,Cairo,Zamalek,Cappuccino,S,3,42.75,0,128.25,CUST6424,Returning,Card,
ORD100152,2024-06-08 17:00:00,Cairo,Cairo Central,Mocha,L,2,52.5,0,105.0,CUST5381,Returning,Card,
ORD100153,2024-11-22 20:00:00,Giza,Zamalek,Cold Brew,S,2,45.6,0,91.2,CUST4174,Returning,Mobile Wallet,
ORD100154,2024-07-05 13:00:00,Giza,Alex Shop,Flat White,S,1,39.9,0,39.9,CUST5782,Returning,Cash,
ORD100155,2024-08-30 07:00:00,Cairo,Nasr City,Flat White,M,1,42.0,0,42.0,CUST6560,Returning,Card,
ORD100156,2024-03-26 08:00:00,Giza,Zamalek,Mocha,M,1,50.0,0,50.0,CUST8460,New,Card,
ORD100157,2024-10-10 09:00:00,Giza,Giza Branch,Flat White,S,1,39.9,0,39.9,CUST4078,Returning,Card,promo
ORD100158,2024-03-06 07:00:00,Cairo,Giza Branch,Americano,L,3,31.5,0,94.5,CUST3983,Returning,Cash,
ORD100159,2024-06-18 20:00:00,Alexandria,Cairo Central,Espresso,L,2,26.25,0,52.5,CUST8259,New,Cash,
ORD100160,2024-02-14 15:00:00,Giza,Giza Branch,Latte,M,2,40.0,0,80.0,CUST7054,Returning,Cash,
ORD100161,2024-03-02 14:00:00,Cairo,Maadi,Espresso,M,1,25.0,0,25.0,CUST3523,Returning,Card,
ORD100162,2024-05-13 08:00:00,Cairo,Maadi,Cold Brew,L,1,50.4,15,42.84,CUST5581,Returning,Cash,
ORD100163,2024-10-10 19:00:00,Cairo,Zamalek,Latte,M,3,40.0,0,120.0,CUST6609,Returning,Card,
ORD100164,2024-01-28 15:00:00,Cairo,Alex Shop,Iced Latte,M,3,46.0,10,124.2,CUST3001,Returning,Cash,
ORD100165,2024-04-17 13:00:00,Giza,Cairo Central,Latte,L,1,42.0,0,42.0,CUST2387,New,Card,
ORD100166,2024-02-13 15:00:00,Cairo,Nasr City,Espresso,S,2,23.75,15,40.38,CUST7552,Returning,Mobile Wallet,
ORD100167,2024-12-05 12:00:00,Giza,Zamalek,Mocha,M,2,50.0,5,95.0,CUST2030,Returning,Card,
ORD100168,2024-10-12 12:00:00,Giza,Alex Shop,Latte,S,2,38.0,0,76.0,CUST2220,Returning,Cash,
ORD100169,2024-11-26 17:00:00,Cairo,Cairo Central,Iced Latte,M,1,46.0,0,46.0,CUST7035,Returning,Cash,
ORD100170,2024-05-07 20:00:00,Cairo,Cairo Central,Iced Latte,M,2,46.0,0,92.0,CUST7523,New,Cash,
ORD100171,2024-12-13 10:00:00,Cairo,Zamalek,Iced Latte,M,3,46.0,0,138.0,CUST9074,Returning,Cash,
ORD100172,2024-08-18 16:00:00,Cairo,Alex Shop,Espresso,S,3,23.75,15,60.56,CUST1834,Returning,Card,promo
ORD100173,2024-07-08 16:00:00,Cairo,Alex Shop,Latte,S,1,38.0,0,38.0,CUST2724,Returning,Card,promo
ORD100174,2024-08-12 19:00:00,Cairo,Giza Branch,Cappuccino,M,3,45.0,0,135.0,CUST7598,Returning,Mobile Wallet,
ORD100175,2024-10-09 19:00:00,Cairo,Nasr City,Mocha,M,1,50.0,0,50.0,CUST3413,Returning,Cash,
ORD100176,2024-04-30 08:00:00,Giza,Maadi,Americano,M,2,30.0,0,60.0,CUST6993,Returning,Card,
ORD100177,2024-04-25 13:00:00,Cairo,Giza Branch,Latte,S,2,38.0,0,76.0,CUST5498,Returning,Card,
ORD100178,2024-08-20 11:00:00,Cairo,Cairo Central,Iced Latte,L,2,48.3,0,96.6,CUST3105,Returning,Card,
ORD100179,2024-09-15 17:00:00,Cairo,Nasr City,Cappuccino,S,3,42.75,0,128.25,CUST3568,Returning,Cash,
ORD100180,2024-12-24 12:00:00,Giza,Nasr City,Americano,L,1,31.5,0,31.5,CUST1209,Returning,Card,
ORD100181,2024-07-16 08:00:00,Cairo,Alex Shop,Americano,S,2,28.5,0,57.0,CUST5911,Returning,Card,
ORD100182,2024-05-16 11:00:00,Cairo,Nasr City,Cold Brew,M,1,48.0,0,48.0,CUST3220,Returning,Card,
ORD100183,2024-11-13 16:00:00,Alexandria,Zamalek,Latte,S,2,38.0,0,76.0,CUST1233,New,Mobile Wallet,
ORD100184,2024-06-13 10:00:00,Cairo,Nasr City,Espresso,L,3,26.25,0,78.75,CUST1792,Returning,Cash,
ORD100185,2024-08-12 15:00:00,Cairo,Cairo Central,Latte,M,3,40.0,15,102.0,CUST4110,New,Cash,
ORD100186,2024-11-02 12:00:00,Cairo,Zamalek,Cappuccino,S,1,42.75,0,42.75,CUST3166,Returning,Card,
ORD100187,2024-08-21 08:00:00,Giza,Zamalek,Americano,M,3,30.0,0,90.0,CUST9526,Returning,Card,
ORD100188,2024-06-20 07:00:00,Cairo,Giza Branch,Latte,S,3,38.0,0,114.0,CUST6193,Returning,Cash,
ORD100189,2024-05-31 11:00:00,Cairo,Nasr City,Espresso,S,1,23.75,0,23.75,CUST2214,Returning,Card,
ORD100190,2024-11-10 15:00:00,Cairo,Alex Shop,Cold Brew,L,2,50.4,5,95.76,CUST5419,New,Mobile Wallet,
ORD100191,2024-06-08 12:00:00,Alexandria,Giza Branch,Latte,M,3,40.0,0,120.0,CUST8314,Returning,Mobile Wallet,
ORD100192,2024-04-05 16:00:00,Cairo,Alex Shop,Mocha,M,1,50.0,0,50.0,CUST9475,Returning,Cash,
ORD100193,2024-08-20 18:00:00,Cairo,Nasr City,Cold Brew,M,3,48.0,0,144.0,CUST1212,Returning,Card,
ORD100194,2024-06-28 13:00:00,Alexandria,Giza Branch,Espresso,M,3,25.0,15,63.75,CUST2658,New,Card,
ORD100195,2024-04-22 11:00:00,Cairo,Nasr City,Cappuccino,S,3,42.75,0,128.25,CUST6024,Returning,Card,
ORD100196,2024-11-13 16:00:00,Alexandria,Cairo Central,Americano,S,3,28.5,5,81.22,CUST6917,Returning,Card,
ORD100197,2024-02-21 12:00:00,Alexandria,Giza Branch,Latte,M,1,40.0,10,36.0,CUST6141,Returning,Card,
ORD100198,2024-09-24 11:00:00,Giza,Alex Shop,Espresso,L,1,26.25,0,26.25,CUST2794,Returning,Card,
ORD100199,2024-10-21 17:00:00,Cairo,Cairo Central,Cold Brew,S,1,45.6,0,45.6,CUST6988,Returning,Cash,
ORD100200,2024-04-22 15:00:00,Cairo,Maadi,Mocha,S,3,47.5,0,142.5,CUST9296,Returning,Card,
ORD100201,2024-04-10 21:00:00,Giza,Alex Shop,Espresso,M,3,25.0,0,75.0,CUST6578,Returning,Card,
ORD100202,2024-04-22 12:00:00,Alexandria,Nasr City,Flat White,L,3,44.1,0,132.3,CUST6551,Returning,Cash,
ORD100203,2024-03-21 17:00:00,Cairo,Alex Shop,Iced Latte,S,1,43.7,0,43.7,CUST4845,Returning,Mobile Wallet,
ORD100204,2024-07-05 14:00:00,Giza,Maadi,Mocha,M,3,50.0,0,150.0,CUST7906,Returning,Card,
ORD100205,2024-04-22 08:00:00,Cairo,Alex Shop,Cold Brew,L,2,50.4,0,100.8,CUST1378,Returning,Card,
ORD100206,2024-01-02 18:00:00,Cairo,Cairo Central,Cappuccino,S,3,42.75,0,128.25,CUST4293,Returning,Cash,
ORD100207,2024-05-09 19:00:00,Cairo,Zamalek,Americano,S,2,28.5,0,57.0,CUST4329,Returning,Card,
ORD100208,2024-08-07 15:00:00,Giza,Alex Shop,Cold Brew,M,3,48.0,0,144.0,CUST5808,Returning,Cash,
ORD100209,2024-02-23 11:00:00,Cairo,Giza Branch,Iced Latte,L,1,48.3,0,48.3,CUST8937,New,Cash,
ORD100210,2024-12-08 13:00:00,Cairo,Maadi,Cappuccino,S,3,42.75,0,128.25,CUST1224,Returning,Card,
ORD100211,2024-08-11 16:00:00,Alexandria,Alex Shop,Latte,M,2,40.0,0,80.0,CUST1737,New,Card,
ORD100212,2024-08-12 19:00:00,Cairo,Maadi,Espresso,M,2,25.0,0,50.0,CUST1235,Returning,Card,
ORD100213,2024-05-05 07:00:00,Cairo,Zamalek,Flat White,M,3,42.0,0,126.0,CUST1711,New,Cash,
ORD100214,2024-05-09 16:00:00,Cairo,Cairo Central,Mocha,M,2,50.0,0,100.0,CUST6988,Returning,Card,
